,Unnamed: 0,genre,artist,song,lyrics
8611,3702,Rock,Marilyn Manson,The Beautiful Peop,Don't bother to resist or I'll beat ya
8612,3703,Rock,Marilyn Manson,The Beautiful Peop,It's not your fault that you're always wrong
8613,3704,Rock,Marilyn Manson,The Beautiful Peop,The weak ones are there to justify the strong
8614,3706,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8615,3707,Rock,Marilyn Manson,The Beautiful Peop,It's all relative to the size of your steeple
8616,3708,Rock,Marilyn Manson,The Beautiful Peop,You can't see the forest for the trees
8617,3709,Rock,Marilyn Manson,The Beautiful Peop,And you can't smell your own shit on your knees
8618,3711,Rock,Marilyn Manson,The Beautiful Peop,There's no time to discriminate
8619,3712,Rock,Marilyn Manson,The Beautiful Peop,Hate every motherfucker that's in your way
8620,3714,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, what do ya see?"
8621,3715,Rock,Marilyn Manson,The Beautiful Peop,Something beautiful or something free?
8622,3716,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, are you trying to be mean?"
8623,3717,Rock,Marilyn Manson,The Beautiful Peop,"You live with apes man, it's hard to be clean"
8624,3719,Rock,Marilyn Manson,The Beautiful Peop,The worms will live in every host
8625,3720,Rock,Marilyn Manson,The Beautiful Peop,It's hard to pick which one they eat most
8626,3721,Rock,Marilyn Manson,The Beautiful Peop,"The horrible people, the horrible people"
8627,3722,Rock,Marilyn Manson,The Beautiful Peop,It's as anatomic as the size of your steeple
8628,3723,Rock,Marilyn Manson,The Beautiful Peop,Capitalism has made it this way
8629,3724,Rock,Marilyn Manson,The Beautiful Peop,Old-fashioned fascism will take it away
8630,3726,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, what do ya see?"
8631,3727,Rock,Marilyn Manson,The Beautiful Peop,Something beautiful or something free?
8632,3728,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, are you trying to be mean?"
8633,3729,Rock,Marilyn Manson,The Beautiful Peop,"You live with apes man, it's hard to be clean"
8634,3731,Rock,Marilyn Manson,The Beautiful Peop,There's no time to discriminate
8635,3732,Rock,Marilyn Manson,The Beautiful Peop,Hate every motherfucker that's in your way
8636,3734,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8637,3735,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8638,3736,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8639,3737,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8640,3739,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, what do ya see?"
8641,3740,Rock,Marilyn Manson,The Beautiful Peop,Something beautiful or something free?
8642,3741,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, are you trying to be mean?"
8643,3742,Rock,Marilyn Manson,The Beautiful Peop,"You live with apes man, it's hard to be clean"
8644,3744,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, what do ya see?"
8645,3745,Rock,Marilyn Manson,The Beautiful Peop,Something beautiful or something free?
8646,3746,Rock,Marilyn Manson,The Beautiful Peop,"Hey you, are you trying to be mean?"
8647,3747,Rock,Marilyn Manson,The Beautiful Peop,"You live with apes man, it's hard to be clean"
8648,3749,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8649,3750,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8650,3751,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8651,3752,Rock,Marilyn Manson,The Beautiful Peop,"The beautiful people, the beautiful people"
8652,3754,Rock,Velvet Revolver,Slith,Hey! Hey! Hey!
8653,3756,Rock,Velvet Revolver,Slith,When you look you see right through me
8654,3757,Rock,Velvet Revolver,Slith,"Cut the rope, fell to my knees"
8655,3758,Rock,Velvet Revolver,Slith,Born and broken every single time
8656,3760,Rock,Velvet Revolver,Slith,Always keep me under finger
8657,3761,Rock,Velvet Revolver,Slith,That's the spot where you run to me
8658,3762,Rock,Velvet Revolver,Slith,Might see some type of pleasure in my mind
8659,3764,Rock,Velvet Revolver,Slith,"Yeah, here comes the water"
8660,3765,Rock,Velvet Revolver,Slith,It comes to wash away the sins of you and I
8661,3766,Rock,Velvet Revolver,Slith,This time you see
8662,3768,Rock,Velvet Revolver,Slith,Hey hey hey
8663,3770,Rock,Velvet Revolver,Slith,When you seek me you destroy me
8664,3771,Rock,Velvet Revolver,Slith,Rape my mind and smell the poppies
8665,3772,Rock,Velvet Revolver,Slith,Born and bloodied every single time
8666,3774,Rock,Velvet Revolver,Slith,Always keep me under finger
8667,3775,Rock,Velvet Revolver,Slith,That's the spot where you might linger
8668,3776,Rock,Velvet Revolver,Slith,But I see some type of pleasure in my mind
8669,3778,Rock,Velvet Revolver,Slith,"Yeah, here comes the water"
8670,3779,Rock,Velvet Revolver,Slith,It comes to wash away the sins of you and I
8671,3780,Rock,Velvet Revolver,Slith,This time you see
8672,3781,Rock,Velvet Revolver,Slith,Like holy water
8673,3782,Rock,Velvet Revolver,Slith,It only burns you faster than you'll ever dry
8674,3783,Rock,Velvet Revolver,Slith,This time with me
8675,3785,Rock,Velvet Revolver,Slith,When you look you see right through me
8676,3786,Rock,Velvet Revolver,Slith,"Cut the rope, fell to my knees"
8677,3787,Rock,Velvet Revolver,Slith,Born and Bloodied
8678,3788,Rock,Velvet Revolver,Slith,Every single time
8679,3790,Rock,Velvet Revolver,Slith,"Yeah, here comes the water"
8680,3791,Rock,Velvet Revolver,Slith,It comes to wash away the sins of you and I
8681,3792,Rock,Velvet Revolver,Slith,This time you see
8682,3793,Rock,Velvet Revolver,Slith,Like holy water
8683,3794,Rock,Velvet Revolver,Slith,It only burns you faster than you'll ever dry
8684,3795,Rock,Velvet Revolver,Slith,This time with me
8685,3797,Rock,Velvet Revolver,Slith,Hey! Hey! Hey!
8686,3799,Rock,W.A.S.P.,I Wanna Be Somebo,I wanna be somebody
8687,3801,Rock,W.A.S.P.,I Wanna Be Somebo,You say you don't wanna run an' hide
8688,3802,Rock,W.A.S.P.,I Wanna Be Somebo,A face that no one knows
8689,3803,Rock,W.A.S.P.,I Wanna Be Somebo,"An' everyone you meet, you're gonna show"
8690,3805,Rock,W.A.S.P.,I Wanna Be Somebo,You're nobody's slave
8691,3806,Rock,W.A.S.P.,I Wanna Be Somebo,Nobody's chains are holdin' you
8692,3807,Rock,W.A.S.P.,I Wanna Be Somebo,You hold your fist up high an' rule the zoo
8693,3809,Rock,W.A.S.P.,I Wanna Be Somebo,"Oh, you've just go to be"
8694,3810,Rock,W.A.S.P.,I Wanna Be Somebo,Up high where the whole world's watchin' me
8695,3811,Rock,W.A.S.P.,I Wanna Be Somebo,"'Cause I, I've got the guts to be somebody"
8696,3812,Rock,W.A.S.P.,I Wanna Be Somebo,You cry out
8697,3814,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody soon"
8698,3815,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody too"
8699,3816,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody soon"
8700,3817,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody too"
8701,3818,Rock,W.A.S.P.,I Wanna Be Somebo,Incomprehensible
8702,3820,Rock,W.A.S.P.,I Wanna Be Somebo,You don't wanna starve
8703,3821,Rock,W.A.S.P.,I Wanna Be Somebo,"Well, take the table crumbs that fall"
8704,3822,Rock,W.A.S.P.,I Wanna Be Somebo,You don't wanna beg or plead at all
8705,3824,Rock,W.A.S.P.,I Wanna Be Somebo,You don't want no 9 to 5 job
8706,3825,Rock,W.A.S.P.,I Wanna Be Somebo,Fingers to the bone
8707,3826,Rock,W.A.S.P.,I Wanna Be Somebo,You don't want the rock piles' bloody stones
8708,3828,Rock,W.A.S.P.,I Wanna Be Somebo,"Oh, you've just got to be"
8709,3829,Rock,W.A.S.P.,I Wanna Be Somebo,Up high where the whole world's watchin' me
8710,3830,Rock,W.A.S.P.,I Wanna Be Somebo,"Oh, 'cause I, I've got the guts to be somebody"
8711,3831,Rock,W.A.S.P.,I Wanna Be Somebo,You cry out
8712,3833,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody soon"
8713,3834,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody too"
8714,3835,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody soon"
8715,3836,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody too"
8716,3838,Rock,W.A.S.P.,I Wanna Be Somebo,You wanna be like me
8717,3840,Rock,W.A.S.P.,I Wanna Be Somebo,I want shiny cars an' dirty money
8718,3841,Rock,W.A.S.P.,I Wanna Be Somebo,Lotsa rock n' roll
8719,3842,Rock,W.A.S.P.,I Wanna Be Somebo,I will live in fame an' die in flames
8720,3843,Rock,W.A.S.P.,I Wanna Be Somebo,I'm never gettin' old
8721,3845,Rock,W.A.S.P.,I Wanna Be Somebo,"I wanna be somebody, be somebody too"
8722,3846,Rock,W.A.S.P.,I Wanna Be Somebo,"Look out, look out"
8723,3848,Rock,W.A.S.P.,I Wanna Be Somebo,I'm gonna be somebody
8724,3849,Rock,W.A.S.P.,I Wanna Be Somebo,I'm gonna be somebody
8725,3850,Rock,W.A.S.P.,I Wanna Be Somebo,I'm gonna be somebody
8726,3851,Rock,W.A.S.P.,I Wanna Be Somebo,I'm gonna be somebody
8727,3853,Rock,Andrew W. K.,Party Ha,When it's time to party we will party hard
8728,3855,Rock,Andrew W. K.,Party Ha,"You, you work all night"
8729,3856,Rock,Andrew W. K.,Party Ha,(All night)
8730,3857,Rock,Andrew W. K.,Party Ha,And when you work you don't feel all right
8731,3858,Rock,Andrew W. K.,Party Ha,"And we, we can't stop feeling all right"
8732,3859,Rock,Andrew W. K.,Party Ha,(All right)
8733,3860,Rock,Andrew W. K.,Party Ha,And everything is all right
8734,3862,Rock,Andrew W. K.,Party Ha,'Cos we will never listen to your rules
8735,3863,Rock,Andrew W. K.,Party Ha,(No)
8736,3864,Rock,Andrew W. K.,Party Ha,We will never do what others do
8737,3865,Rock,Andrew W. K.,Party Ha,(No)
8738,3866,Rock,Andrew W. K.,Party Ha,Do what we want and we get it from you
8739,3867,Rock,Andrew W. K.,Party Ha,Do what we like and we like what we do
8740,3869,Rock,Andrew W. K.,Party Ha,So let's get a party going
8741,3870,Rock,Andrew W. K.,Party Ha,(Let's get a party going)
8742,3871,Rock,Andrew W. K.,Party Ha,Now it's time to party and we'll party hard
8743,3872,Rock,Andrew W. K.,Party Ha,(Party hard)
8744,3873,Rock,Andrew W. K.,Party Ha,Let's get a party going
8745,3874,Rock,Andrew W. K.,Party Ha,(Let's get a party going)
8746,3876,Rock,Andrew W. K.,Party Ha,When it's time to party we will always party hard
8747,3877,Rock,Andrew W. K.,Party Ha,Party hard
8748,3878,Rock,Andrew W. K.,Party Ha,"(Party hard, party hard, party hard"
8749,3879,Rock,Andrew W. K.,Party Ha,"Party hard, party hard, party hard"
8750,3880,Rock,Andrew W. K.,Party Ha,"Party hard, party hard, party hard)"
8751,3882,Rock,Andrew W. K.,Party Ha,"All right, you, you break the thing"
8752,3883,Rock,Andrew W. K.,Party Ha,And when you play you feel all right
8753,3884,Rock,Andrew W. K.,Party Ha,"But we, we can't stop feeling all right"
8754,3885,Rock,Andrew W. K.,Party Ha,(All right)
8755,3886,Rock,Andrew W. K.,Party Ha,And everything is all right
8756,3888,Rock,Andrew W. K.,Party Ha,'Cos we will never listen to your rules
8757,3889,Rock,Andrew W. K.,Party Ha,(No)
8758,3890,Rock,Andrew W. K.,Party Ha,We will never do what others do
8759,3891,Rock,Andrew W. K.,Party Ha,(No)
8760,3892,Rock,Andrew W. K.,Party Ha,Know what we want and we get it from you
8761,3893,Rock,Andrew W. K.,Party Ha,We do what we like and we like what we do
8762,3895,Rock,Andrew W. K.,Party Ha,So let's get a party going
8763,3896,Rock,Andrew W. K.,Party Ha,(Let's get a party going)
8764,3897,Rock,Andrew W. K.,Party Ha,Now it's time to party and we'll party hard
8765,3898,Rock,Andrew W. K.,Party Ha,(Party hard)
8766,3899,Rock,Andrew W. K.,Party Ha,Let's get a party going
8767,3900,Rock,Andrew W. K.,Party Ha,(Let's get a party going)
8768,3902,Rock,Andrew W. K.,Party Ha,When it's time to party we will always party hard
8769,3903,Rock,Andrew W. K.,Party Ha,Party hard
8770,3904,Rock,Andrew W. K.,Party Ha,"(Party hard, party hard, party hard"
8771,3905,Rock,Andrew W. K.,Party Ha,"Party hard, party hard, party hard"
8772,3906,Rock,Andrew W. K.,Party Ha,Party hard)
8773,3908,Rock,Winger,Sevente,I saw sparks fly from the corner of my eye
8774,3909,Rock,Winger,Sevente,And when I turned it was love at first sight
8775,3910,Rock,Winger,Sevente,"I said,""Please excuse me, I didn't catch you name"
8776,3911,Rock,Winger,Sevente,"It'd be a shame not to see you again"""
8777,3913,Rock,Winger,Sevente,And just when I thought
8778,3914,Rock,Winger,Sevente,She was comin' to my door
8779,3915,Rock,Winger,Sevente,She whispered sweet
8780,3916,Rock,Winger,Sevente,And brought me to the floor
8781,3918,Rock,Winger,Sevente,"She said, ""I'm only seventeen"
8782,3919,Rock,Winger,Sevente,"I'll show you love like you've never seen"""
8783,3920,Rock,Winger,Sevente,She's only seventeen
8784,3921,Rock,Winger,Sevente,Daddy says she's too young
8785,3922,Rock,Winger,Sevente,But she's old enough for me
8786,3924,Rock,Winger,Sevente,"Come to my place, we can talk it over"
8787,3925,Rock,Winger,Sevente,Everythin' goin' down in your head
8788,3926,Rock,Winger,Sevente,"She said take it easy, I need some time"
8789,3927,Rock,Winger,Sevente,"Time to work it out, to make you mine"
8790,3929,Rock,Winger,Sevente,And just when I thought
8791,3930,Rock,Winger,Sevente,She was coming to my door
8792,3931,Rock,Winger,Sevente,She whispered sweet
8793,3932,Rock,Winger,Sevente,And brought me to the floor
8794,3934,Rock,Winger,Sevente,"She said,""I'm only seventeen"
8795,3935,Rock,Winger,Sevente,You ain't seen love
8796,3936,Rock,Winger,Sevente,"Ain't seen nothin' like me"""
8797,3937,Rock,Winger,Sevente,"She's only seventeen, seventeen"
8798,3939,Rock,Winger,Sevente,"Such a bad girl, loves to work me over time"
8799,3940,Rock,Winger,Sevente,Feels good dancin' close to the borderline
8800,3941,Rock,Winger,Sevente,"She's a magic mountain, she's a leather glove"
8801,3942,Rock,Winger,Sevente,"She's my soul, it must be love"
8802,3944,Rock,Winger,Sevente,She's only seventeen
8803,3945,Rock,Winger,Sevente,The girl she gives me love
8804,3946,Rock,Winger,Sevente,Like I've never seen
8805,3947,Rock,Winger,Sevente,She's only seventeen
8806,3948,Rock,Winger,Sevente,Daddy says she's too young
8807,3949,Rock,Winger,Sevente,But she's old enough for me
8808,3951,Rock,Winger,Sevente,She's everythin' I need
8809,3952,Rock,Winger,Sevente,"Daddy says, she's too young"
8810,3953,Rock,Winger,Sevente,But she's old enough
8811,3954,Rock,Winger,Sevente,"Old enough for me, yeah yeah"
8812,3956,Rock,Night Ranger,Don't Tell Me You Love ,It ain't the way you move
8813,3957,Rock,Night Ranger,Don't Tell Me You Love ,"It ain't the way that you move me, oh no"
8814,3958,Rock,Night Ranger,Don't Tell Me You Love ,It ain't the way you shake
8815,3959,Rock,Night Ranger,Don't Tell Me You Love ,"It ain't the way that you shake me, oh no"
8816,3960,Rock,Night Ranger,Don't Tell Me You Love ,"I've been 25 years, I'm a kid on the run"
8817,3961,Rock,Night Ranger,Don't Tell Me You Love ,I've got a pistol for action
8818,3963,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8819,3964,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8820,3965,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8821,3966,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8822,3967,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8823,3968,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8824,3970,Rock,Night Ranger,Don't Tell Me You Love ,I love the way you use
8825,3971,Rock,Night Ranger,Don't Tell Me You Love ,"I love the way that you use me, oh yeah"
8826,3972,Rock,Night Ranger,Don't Tell Me You Love ,I love the way you shoot
8827,3973,Rock,Night Ranger,Don't Tell Me You Love ,"I love the way that you shoot to kill me, oh yeah"
8828,3975,Rock,Night Ranger,Don't Tell Me You Love ,It's taken miles and lines
8829,3976,Rock,Night Ranger,Don't Tell Me You Love ,To learn the right from the wrong
8830,3977,Rock,Night Ranger,Don't Tell Me You Love ,I'll keep you hangin' on
8831,3979,Rock,Night Ranger,Don't Tell Me You Love ,So don't tell me you love me
8832,3980,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8833,3981,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8834,3982,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8835,3983,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8836,3984,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8837,3986,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8838,3987,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8839,3988,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8840,3989,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8841,3990,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8842,3991,Rock,Night Ranger,Don't Tell Me You Love ,"Love me, love me, love"
8843,3993,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8844,3994,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8845,3995,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8846,3996,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8847,3997,Rock,Night Ranger,Don't Tell Me You Love ,Don't tell me you love me
8848,3998,Rock,Night Ranger,Don't Tell Me You Love ,"Don't tell me, I don't wanna know"
8849,4000,Rock,Creed,High,When dreaming I'm guided to another world
8850,4001,Rock,Creed,High,Time and time again
8851,4002,Rock,Creed,High,At sunrise I fight to stay asleep
8852,4003,Rock,Creed,High,'Cause I don't want to leave the comfort of this place
8853,4004,Rock,Creed,High,"'Cause there's a hunger, a longing to escape"
8854,4005,Rock,Creed,High,From the life I live when I'm awake
8855,4007,Rock,Creed,High,"So let's go there, let's make our escape"
8856,4008,Rock,Creed,High,"Come on let's go there, let's ask, â€½Can we stay?â€"
8857,4010,Rock,Creed,High,Can you take me higher?
8858,4011,Rock,Creed,High,To the place where blind men see
8859,4012,Rock,Creed,High,Can you take me higher?
8860,4013,Rock,Creed,High,To the place with golden streets
8861,4015,Rock,Creed,High,Although I would like our world to change
8862,4016,Rock,Creed,High,It helps me to appreciate those nights and those dreams
8863,4017,Rock,Creed,High,"But my friend, I'd sacrifice all those nights"
8864,4018,Rock,Creed,High,If I could make the Earth and my dreams the same
8865,4019,Rock,Creed,High,The only difference is
8866,4020,Rock,Creed,High,To let love replace all our hate
8867,4022,Rock,Creed,High,"So let's go there, let's make our escape"
8868,4023,Rock,Creed,High,"Come on let's go there, let's ask, â€½Can we stay?â€"
8869,4025,Rock,Creed,High,Can you take me higher?
8870,4026,Rock,Creed,High,To the place where blind men see
8871,4027,Rock,Creed,High,Can you take me higher?
8872,4028,Rock,Creed,High,To the place with golden streets
8873,4030,Rock,Creed,High,"So let's go there, let's go there"
8874,4031,Rock,Creed,High,"Come on let's go there, let's ask, â€½Can we stay?â€"
8875,4033,Rock,Creed,High,Up high I feel like I'm
8876,4034,Rock,Creed,High,Alive for the very first time
8877,4035,Rock,Creed,High,Set up high I'm strong enough
8878,4036,Rock,Creed,High,To take these dreams and make them mine
8879,4038,Rock,Creed,High,Set up high I'm strong enough
8880,4039,Rock,Creed,High,To take these dreams and make them mine
8881,4041,Rock,Creed,High,Can you take me higher?
8882,4042,Rock,Creed,High,To the place where blind men see
8883,4043,Rock,Creed,High,Can you take me higher?
8884,4044,Rock,Creed,High,To the place with golden streets
8885,4046,Rock,Creed,High,Can you take me higher?
8886,4047,Rock,Creed,High,To a place where blind men see
8887,4048,Rock,Creed,High,Can you take me higher?
8888,4049,Rock,Creed,High,To the place with golden streets
8889,4051,Rock,Buckcherry,Lit ,"Oh, yeah"
8890,4052,Rock,Buckcherry,Lit ,You wanna find it
8891,4053,Rock,Buckcherry,Lit ,"C'mon, yeah"
8892,4055,Rock,Buckcherry,Lit ,I'm on a plane
8893,4056,Rock,Buckcherry,Lit ,With cocaine
8894,4057,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8895,4058,Rock,Buckcherry,Lit ,Cough up love
8896,4059,Rock,Buckcherry,Lit ,And touch up
8897,4060,Rock,Buckcherry,Lit ,"Your Mama said, ""Packing lines is sin"""
8898,4062,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8899,4063,Rock,Buckcherry,Lit ,"On the couch, in my bed"
8900,4064,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8901,4065,Rock,Buckcherry,Lit ,Flyin'
8902,4067,Rock,Buckcherry,Lit ,I love the cocaine
8903,4068,Rock,Buckcherry,Lit ,I love the cocaine
8904,4069,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8905,4070,Rock,Buckcherry,Lit ,"Mama, can't you wait? Yeah"
8906,4072,Rock,Buckcherry,Lit ,I'm on a train
8907,4073,Rock,Buckcherry,Lit ,And right on
8908,4074,Rock,Buckcherry,Lit ,You know the train is staying off the tracks
8909,4075,Rock,Buckcherry,Lit ,I'm in touch love
8910,4076,Rock,Buckcherry,Lit ,From this crutch
8911,4077,Rock,Buckcherry,Lit ,"Well, you at ten but money I'm on eleven"
8912,4079,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8913,4080,Rock,Buckcherry,Lit ,"On the couch, in my bed"
8914,4081,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8915,4082,Rock,Buckcherry,Lit ,Flyin'
8916,4084,Rock,Buckcherry,Lit ,I love the cocaine
8917,4085,Rock,Buckcherry,Lit ,I love the cocaine
8918,4086,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8919,4087,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8920,4089,Rock,Buckcherry,Lit ,I love the cocaine
8921,4090,Rock,Buckcherry,Lit ,I love the cocaine
8922,4091,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8923,4092,Rock,Buckcherry,Lit ,"Oh, can't you wait long?"
8924,4094,Rock,Buckcherry,Lit ,Crack the door for the curious girl
8925,4095,Rock,Buckcherry,Lit ,"'Cause she's waiting, she's been waiting"
8926,4096,Rock,Buckcherry,Lit ,Chop a line for the fiending man
8927,4097,Rock,Buckcherry,Lit ,'Cause he wants one
8928,4099,Rock,Buckcherry,Lit ,"You know, you know you got to"
8929,4100,Rock,Buckcherry,Lit ,"Can you feel it, can you feel it tonight"
8930,4101,Rock,Buckcherry,Lit ,Are you high love?
8931,4102,Rock,Buckcherry,Lit ,"Tell me, are you fucking high?"
8932,4103,Rock,Buckcherry,Lit ,In the moment you are just so right
8933,4104,Rock,Buckcherry,Lit ,You're right love
8934,4105,Rock,Buckcherry,Lit ,Are you right love?
8935,4107,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8936,4108,Rock,Buckcherry,Lit ,"On the couch, in my bed"
8937,4109,Rock,Buckcherry,Lit ,"And yes, I'm all lit up again"
8938,4110,Rock,Buckcherry,Lit ,Flyin'
8939,4112,Rock,Buckcherry,Lit ,I love the cocaine
8940,4113,Rock,Buckcherry,Lit ,I love the cocaine
8941,4114,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8942,4115,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8943,4117,Rock,Buckcherry,Lit ,I love the cocaine
8944,4118,Rock,Buckcherry,Lit ,I love the cocaine
8945,4119,Rock,Buckcherry,Lit ,"Mama, can't you wait?"
8946,4120,Rock,Buckcherry,Lit ,"Oh, can't you wait?"
8947,4122,Rock,Buckcherry,Lit ,"Oh, yeah"
8948,4123,Rock,Buckcherry,Lit ,You wanna find it
8949,4124,Rock,Buckcherry,Lit ,"Alright, yeah"
8950,4125,Rock,Buckcherry,Lit ,Yeah
8951,4127,Rock,AC/DC,Back In Bla,AC/DC
8952,4128,Rock,AC/DC,Back In Bla,Back in Black
8953,4129,Rock,AC/DC,Back In Bla,Back In Black
8954,4130,Rock,AC/DC,Back In Bla,Back in black
8955,4131,Rock,AC/DC,Back In Bla,I hit the sack
8956,4132,Rock,AC/DC,Back In Bla,I've been too long I'm glad to be back
8957,4133,Rock,AC/DC,Back In Bla,"Yes, I'm let loose"
8958,4134,Rock,AC/DC,Back In Bla,From the noose
8959,4135,Rock,AC/DC,Back In Bla,That's kept me hanging about
8960,4136,Rock,AC/DC,Back In Bla,I've been looking at the sky
8961,4137,Rock,AC/DC,Back In Bla,'Cause it's gettin' me high
8962,4138,Rock,AC/DC,Back In Bla,Forget the hearse 'cause I never die
8963,4139,Rock,AC/DC,Back In Bla,I got nine lives
8964,4140,Rock,AC/DC,Back In Bla,Cat's eyes
8965,4141,Rock,AC/DC,Back In Bla,Abusin' every one of them and running wild
8966,4143,Rock,AC/DC,Back In Bla,CHORUS:
8967,4144,Rock,AC/DC,Back In Bla,'Cause I'm back
8968,4145,Rock,AC/DC,Back In Bla,"Yes, I'm back"
8969,4146,Rock,AC/DC,Back In Bla,"Well, I'm back"
8970,4147,Rock,AC/DC,Back In Bla,"Yes, I'm back"
8971,4148,Rock,AC/DC,Back In Bla,"Well, I'm back, back"
8972,4149,Rock,AC/DC,Back In Bla,I'm back in black
8973,4150,Rock,AC/DC,Back In Bla,"Yes, I'm back in black"
8974,4152,Rock,AC/DC,Back In Bla,Back in the back
8975,4153,Rock,AC/DC,Back In Bla,Of a Cadillac
8976,4154,Rock,AC/DC,Back In Bla,"Number one with a bullet, I'm a power pack"
8977,4155,Rock,AC/DC,Back In Bla,I'm in a bang
8978,4156,Rock,AC/DC,Back In Bla,With a gang
8979,4157,Rock,AC/DC,Back In Bla,They've got to catch me if they want me to hang
8980,4158,Rock,AC/DC,Back In Bla,Cause I'm back on the track
8981,4159,Rock,AC/DC,Back In Bla,And I'm beatin' the flack
8982,4160,Rock,AC/DC,Back In Bla,Nobody's gonna get me on another rap
8983,4161,Rock,AC/DC,Back In Bla,So look at me now
8984,4162,Rock,AC/DC,Back In Bla,I'm just makin' my play
8985,4163,Rock,AC/DC,Back In Bla,"Don't try to push your luck, just get out of my way"
8986,4165,Rock,AC/DC,Back In Bla,CHORUS
8987,4167,Rock,AC/DC,Back In Bla,(Out of the sight)
8988,4169,Rock,The Darkness,I Believe in a Thing Called Lo,Can't explain all the feelings that you're making me feel.
8989,4170,Rock,The Darkness,I Believe in a Thing Called Lo,"My heart's in overdrive, and you're behind the steering wheel."
8990,4172,Rock,The Darkness,I Believe in a Thing Called Lo,"Touching you, touching me."
8991,4173,Rock,The Darkness,I Believe in a Thing Called Lo,"Touching you, God, you're touching me."
8992,4175,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
8993,4176,Rock,The Darkness,I Believe in a Thing Called Lo,Just listen to the rhythm of my heart.
8994,4177,Rock,The Darkness,I Believe in a Thing Called Lo,There's a chance we could make it now.
8995,4178,Rock,The Darkness,I Believe in a Thing Called Lo,We'll be rocking till the Sun goes down.
8996,4179,Rock,The Darkness,I Believe in a Thing Called Lo,I believe in a thing called love.
